CA-2016-123337,2016-09-16 00:00:00.000,KD-16495,273.666,2,0.15,-12.8784,Corporate,Furniture,Bookcases,San Jose,California,West,Standard Class
US-2017-121251,2017-03-26 00:00:00.000,GM-14440,257.568,2,0.2,-28.9764,Consumer,Furniture,Bookcases,New York City,New York,East,First Class
US-2017-132031,2017-04-23 00:00:00.000,PN-18775,387.136,4,0.2,-14.5176,Home Office,Furniture,Bookcases,Clarksville,Tennessee,South,Standard Class
US-2014-127978,2014-03-03 00:00:00.000,JS-15595,302.45,5,0.5,-199.617,Corporate,Furniture,Bookcases,Columbus,Ohio,East,Standard Class
CA-2017-167381,2017-09-22 00:00:00.000,EH-14005,241.96,2,0,41.1332,Home Office,Furniture,Bookcases,Lansing,Michigan,Central,Second Class
CA-2017-117457,2017-12-08 00:00:00.000,KH-16510,1336.829,13,0.15,31.4548,Consumer,Furniture,Bookcases,San Francisco,California,West,Standard Class
CA-2017-143378,2017-09-19 00:00:00.000,JR-16210,72.588,2,0.7,-128.2388,Corporate,Furniture,Bookcases,Springfield,Oregon,West,Standard Class
CA-2017-141117,2017-10-02 00:00:00.000,JK-16090,217.764,6,0.7,-384.7164,Consumer,Furniture,Bookcases,Springfield,Oregon,West,Standard Class
CA-2014-146591,2014-01-19 00:00:00.000,TS-21340,181.47,5,0.7,-320.597,Consumer,Furniture,Bookcases,Scottsdale,Arizona,West,First Class
CA-2016-106383,2016-03-19 00:00:00.000,BT-11440,72.294,1,0.7,-98.8018,Consumer,Furniture,Bookcases,Littleton,Colorado,West,Second Class
CA-2017-124674,2017-11-17 00:00:00.000,JB-16000,327.7328,2,0.32,-14.4588,Consumer,Furniture,Bookcases,Brownsville,Texas,Central,Standard Class
CA-2017-116127,2017-06-25 00:00:00.000,SB-20185,400.784,1,0.2,-5.0098,Consumer,Furniture,Bookcases,New York City,New York,East,Second Class
US-2015-126977,2015-09-17 00:00:00.000,PF-19120,2003.92,5,0.2,-25.049,Consumer,Furniture,Bookcases,New York City,New York,East,Standard Class
CA-2016-107104,2016-11-26 00:00:00.000,MS-17365,3406.664,8,0.15,160.3136,Consumer,Furniture,Bookcases,Los Angeles,California,West,Standard Class
CA-2015-164882,2015-10-31 00:00:00.000,SG-20080,425.833,1,0.15,20.0392,Consumer,Furniture,Bookcases,Redlands,California,West,Same Day
CA-2014-125997,2014-09-20 00:00:00.000,MW-18220,801.568,2,0.2,-10.0196,Consumer,Furniture,Bookcases,New York City,New York,East,First Class
CA-2014-128209,2014-11-17 00:00:00.000,GT-14710,4007.84,10,0.2,-50.098,Consumer,Furniture,Bookcases,Buffalo,New York,East,Standard Class
CA-2016-138520,2016-04-08 00:00:00.000,JL-15505,388.704,6,0.2,-4.8588,Consumer,Furniture,Bookcases,New York City,New York,East,Standard Class
US-2015-165743,2015-11-20 00:00:00.000,MM-18055,145.764,6,0.7,-247.7988,Consumer,Furniture,Bookcases,Aurora,Colorado,West,Second Class
CA-2017-135692,2017-04-27 00:00:00.000,CV-12805,220.2656,4,0.32,-42.1096,Corporate,Furniture,Bookcases,Fort Worth,Texas,Central,Standard Class
CA-2017-121888,2017-09-15 00:00:00.000,CL-11890,782.94,3,0,203.5644,Consumer,Furniture,Bookcases,Everett,Massachusetts,East,Second Class
CA-2016-155516,2016-10-21 00:00:00.000,MK-17905,1043.92,4,0,271.4192,Corporate,Furniture,Bookcases,Manchester,Connecticut,East,Same Day
US-2016-100461,2016-01-08 00:00:00.000,JO-15145,1565.88,6,0,407.1288,Corporate,Furniture,Bookcases,Franklin,Wisconsin,Central,Standard Class
US-2015-122784,2015-07-20 00:00:00.000,RA-19915,913.43,5,0.3,-52.196,Consumer,Furniture,Bookcases,Highland Park,Illinois,Central,Standard Class
CA-2015-102281,2015-10-12 00:00:00.000,MP-17470,626.352,3,0.2,46.9764,Home Office,Furniture,Bookcases,New York City,New York,East,First Class
CA-2014-155796,2014-11-11 00:00:00.000,TS-21430,521.96,4,0.5,-250.5408,Corporate,Furniture,Bookcases,Reading,Pennsylvania,East,Second Class
CA-2015-111514,2015-08-31 00:00:00.000,SC-20260,1552.831,7,0.15,200.9546,Corporate,Furniture,Bookcases,San Francisco,California,West,First Class
CA-2015-117415,2015-12-27 00:00:00.000,SN-20710,532.3992,3,0.32,-46.9764,Home Office,Furniture,Bookcases,Houston,Texas,Central,Standard Class
CA-2015-115511,2015-11-21 00:00:00.000,NW-18400,141.96,2,0,41.1684,Consumer,Furniture,Bookcases,Las Vegas,Nevada,West,Standard Class
CA-2016-113425,2016-11-21 00:00:00.000,JK-16120,113.568,2,0.2,12.7764,Home Office,Furniture,Bookcases,New York City,New York,East,Same Day
CA-2015-156482,2015-02-06 00:00:00.000,IL-15100,283.92,4,0,82.3368,Consumer,Furniture,Bookcases,Wilmington,Delaware,East,Standard Class
CA-2017-166926,2017-12-01 00:00:00.000,SO-20335,141.96,2,0,41.1684,Consumer,Furniture,Bookcases,Seattle,Washington,West,Standard Class
CA-2017-143574,2017-06-29 00:00:00.000,DR-12880,638.82,9,0,185.2578,Corporate,Furniture,Bookcases,Milford,Connecticut,East,First Class
CA-2017-142342,2017-07-17 00:00:00.000,AJ-10795,1194.165,5,0.15,210.735,Corporate,Furniture,Bookcases,Apple Valley,California,West,Second Class
CA-2016-148747,2016-09-25 00:00:00.000,AS-10045,477.666,2,0.15,84.294,Corporate,Furniture,Bookcases,San Francisco,California,West,First Class
US-2015-103471,2015-12-24 00:00:00.000,JR-15670,590.058,7,0.7,-786.744,Consumer,Furniture,Bookcases,Colorado Springs,Colorado,West,Standard Class
CA-2015-113152,2015-12-25 00:00:00.000,JK-15625,449.568,2,0.2,56.196,Consumer,Furniture,Bookcases,New York City,New York,East,Standard Class
CA-2015-102281,2015-10-12 00:00:00.000,MP-17470,899.136,4,0.2,112.392,Home Office,Furniture,Bookcases,New York City,New York,East,First Class
CA-2014-150245,2014-12-31 00:00:00.000,PC-18745,1573.488,7,0.2,196.686,Corporate,Furniture,Bookcases,Watertown,New York,East,Second Class
CA-2015-146087,2015-07-06 00:00:00.000,PP-18955,301.96,2,0,60.392,Home Office,Furniture,Bookcases,Holyoke,Massachusetts,East,Standard Class
CA-2017-154907,2017-03-31 00:00:00.000,DS-13180,205.3328,2,0.32,-36.2352,Corporate,Furniture,Bookcases,Amarillo,Texas,Central,Standard Class
CA-2017-140872,2017-06-03 00:00:00.000,NR-18550,241.568,2,0.2,0,Consumer,Furniture,Bookcases,Pembroke Pines,Florida,South,Standard Class
CA-2016-166772,2016-09-20 00:00:00.000,HJ-14875,163.88,2,0,40.97,Home Office,Furniture,Bookcases,Seattle,Washington,West,Standard Class
CA-2016-159912,2016-08-29 00:00:00.000,GB-14530,163.88,4,0.5,-81.94,Corporate,Furniture,Bookcases,Philadelphia,Pennsylvania,East,Standard Class
CA-2016-143749,2016-12-05 00:00:00.000,AG-10300,81.94,1,0,20.485,Corporate,Furniture,Bookcases,Franklin,Massachusetts,East,First Class
CA-2015-103870,2015-12-27 00:00:00.000,SP-20860,131.104,2,0.2,8.194,Corporate,Furniture,Bookcases,Murfreesboro,Tennessee,South,Standard Class
CA-2015-105627,2015-03-08 00:00:00.000,DK-12895,512.94,3,0,97.4586,Consumer,Furniture,Bookcases,Kenosha,Wisconsin,Central,Standard Class
CA-2014-111192,2014-07-30 00:00:00.000,TS-21430,1367.84,8,0,259.8896,Corporate,Furniture,Bookcases,Seattle,Washington,West,Standard Class
CA-2015-130974,2015-11-27 00:00:00.000,MA-17560,170.98,1,0,32.4862,Home Office,Furniture,Bookcases,Everett,Massachusetts,East,Second Class
US-2014-134733,2014-09-23 00:00:00.000,BM-11650,435.999,3,0.15,20.5176,Corporate,Furniture,Bookcases,San Diego,California,West,Standard Class
CA-2017-165386,2017-08-03 00:00:00.000,CM-12190,183.372,2,0.3,-36.6744,Consumer,Furniture,Bookcases,Chicago,Illinois,Central,First Class
CA-2017-141873,2017-10-09 00:00:00.000,HG-14845,314.352,3,0.2,-15.7176,Consumer,Furniture,Bookcases,New York City,New York,East,Standard Class
CA-2017-130764,2017-10-27 00:00:00.000,JO-15145,556.665,5,0.15,6.549,Corporate,Furniture,Bookcases,San Francisco,California,West,First Class
CA-2016-106243,2016-09-30 00:00:00.000,GM-14680,523.92,5,0.2,-26.196,Consumer,Furniture,Bookcases,New York City,New York,East,Standard Class
CA-2014-157147,2014-01-13 00:00:00.000,BD-11605,333.999,3,0.15,3.9294,Consumer,Furniture,Bookcases,San Francisco,California,West,Standard Class
CA-2014-119151,2014-11-25 00:00:00.000,MP-18175,275.952,3,0.2,-37.9434,Home Office,Furniture,Bookcases,New York City,New York,East,Second Class
CA-2015-130785,2015-09-05 00:00:00.000,AG-10900,293.199,3,0.15,-20.6964,Consumer,Furniture,Bookcases,San Diego,California,West,Standard Class
CA-2015-138534,2015-07-17 00:00:00.000,JM-15535,195.466,2,0.15,-13.7976,Consumer,Furniture,Bookcases,Bakersfield,California,West,Second Class
CA-2016-145303,2016-08-28 00:00:00.000,TP-21415,156.3728,2,0.32,-52.8908,Consumer,Furniture,Bookcases,Dallas,Texas,Central,First Class
CA-2017-117324,2017-12-08 00:00:00.000,JP-15520,459.92,4,0,41.3928,Consumer,Furniture,Bookcases,Madison,Wisconsin,Central,Standard Class
CA-2017-111556,2017-11-20 00:00:00.000,CD-11920,183.968,2,0.2,-25.2956,Consumer,Furniture,Bookcases,New York City,New York,East,First Class
US-2016-147711,2016-09-03 00:00:00.000,HF-14995,344.94,3,0,31.0446,Consumer,Furniture,Bookcases,Baltimore,Maryland,East,Second Class
US-2016-112977,2016-03-10 00:00:00.000,CJ-12010,176.784,1,0.2,-22.098,Consumer,Furniture,Bookcases,Long Beach,New York,East,Standard Class
US-2014-112914,2014-09-25 00:00:00.000,MT-18070,300.5328,2,0.32,-97.2312,Home Office,Furniture,Bookcases,Houston,Texas,Central,Standard Class
CA-2016-119865,2016-06-21 00:00:00.000,AS-10090,353.568,2,0.2,-44.196,Consumer,Furniture,Bookcases,New York City,New York,East,Standard Class
CA-2015-141243,2015-01-03 00:00:00.000,AH-10465,1352.3976,9,0.32,-437.5404,Consumer,Furniture,Bookcases,Dallas,Texas,Central,Second Class
CA-2014-112158,2014-12-02 00:00:00.000,DP-13165,883.92,5,0.2,-110.49,Consumer,Furniture,Bookcases,New York City,New York,East,First Class
CA-2014-151946,2014-06-04 00:00:00.000,BT-11440,353.568,2,0.2,-44.196,Consumer,Furniture,Bookcases,New York City,New York,East,Standard Class
CA-2017-150091,2017-10-12 00:00:00.000,NP-18670,2154.9,5,0,129.294,Consumer,Furniture,Bookcases,Lakewood,New Jersey,East,Standard Class
CA-2017-112515,2017-09-17 00:00:00.000,AS-10225,1292.94,3,0,77.5764,Corporate,Furniture,Bookcases,Provo,Utah,West,Second Class
US-2017-126060,2017-04-14 00:00:00.000,DW-13585,198.272,8,0.2,-32.2192,Corporate,Furniture,Bookcases,Fayetteville,North Carolina,South,Standard Class
CA-2015-115847,2015-09-19 00:00:00.000,TC-21535,61.96,2,0,4.3372,Home Office,Furniture,Bookcases,Arlington,Virginia,South,Second Class
CA-2014-149524,2014-01-14 00:00:00.000,BS-11590,61.96,4,0.5,-53.2856,Corporate,Furniture,Bookcases,Philadelphia,Pennsylvania,East,First Class
CA-2016-115574,2016-12-23 00:00:00.000,BP-11185,141.372,2,0.3,-14.1372,Corporate,Furniture,Bookcases,Chicago,Illinois,Central,First Class
CA-2016-108735,2016-04-17 00:00:00.000,JM-15535,257.499,3,0.15,24.2352,Consumer,Furniture,Bookcases,Lakewood,California,West,Standard Class
CA-2017-104731,2017-07-21 00:00:00.000,AM-10705,302.94,3,0,69.6762,Consumer,Furniture,Bookcases,Salem,Virginia,South,Standard Class
CA-2017-113873,2017-11-13 00:00:00.000,KE-16420,205.9992,3,0.32,-27.2646,Corporate,Furniture,Bookcases,Dallas,Texas,Central,Standard Class
CA-2017-131233,2017-04-14 00:00:00.000,CS-12355,242.352,3,0.2,9.0882,Consumer,Furniture,Bookcases,New York City,New York,East,Standard Class
CA-2017-143259,2017-12-30 00:00:00.000,PO-18865,323.136,4,0.2,12.1176,Consumer,Furniture,Bookcases,New York City,New York,East,Standard Class
CA-2016-160108,2016-12-08 00:00:00.000,AG-10900,405.86,7,0,32.4688,Consumer,Furniture,Bookcases,Eau Claire,Wisconsin,Central,Standard Class
US-2016-114174,2016-09-08 00:00:00.000,AP-10720,173.94,3,0,13.9152,Home Office,Furniture,Bookcases,Malden,Massachusetts,East,Standard Class
CA-2015-104346,2015-12-11 00:00:00.000,IM-15070,69.576,4,0.7,-143.7904,Consumer,Furniture,Bookcases,Colorado Springs,Colorado,West,Standard Class
CA-2014-163468,2014-11-18 00:00:00.000,JK-15730,424.116,6,0.3,-30.294,Consumer,Furniture,Bookcases,Des Plaines,Illinois,Central,First Class
US-2017-112347,2017-12-02 00:00:00.000,BS-11380,242.352,8,0.7,-363.528,Corporate,Furniture,Bookcases,Denver,Colorado,West,Standard Class
CA-2017-159464,2017-05-18 00:00:00.000,TB-21355,302.94,3,0,75.735,Corporate,Furniture,Bookcases,Sandy Springs,Georgia,South,First Class
CA-2016-163776,2016-07-19 00:00:00.000,JS-16030,504.9,5,0,126.225,Consumer,Furniture,Bookcases,Hattiesburg,Mississippi,South,Standard Class
CA-2017-104885,2017-03-02 00:00:00.000,DB-13555,441.96,2,0,101.6508,Corporate,Furniture,Bookcases,Newark,Delaware,East,Standard Class
CA-2017-119578,2017-12-22 00:00:00.000,JG-15310,220.98,1,0,50.8254,Corporate,Furniture,Bookcases,Providence,Rhode Island,East,Second Class
CA-2015-133445,2015-10-05 00:00:00.000,JF-15490,66.294,1,0.7,-103.8606,Consumer,Furniture,Bookcases,Portland,Oregon,West,Standard Class
CA-2015-130456,2015-08-21 00:00:00.000,DS-13180,586.398,6,0.15,34.494,Corporate,Furniture,Bookcases,San Francisco,California,West,Standard Class
CA-2016-164770,2016-12-02 00:00:00.000,MY-18295,781.864,10,0.32,-137.976,Corporate,Furniture,Bookcases,Houston,Texas,Central,Second Class
CA-2016-163972,2016-10-17 00:00:00.000,MG-17890,120.666,2,0.15,21.294,Home Office,Furniture,Bookcases,Fresno,California,West,Standard Class
CA-2017-149881,2017-04-01 00:00:00.000,NC-18535,482.664,8,0.15,85.176,Corporate,Furniture,Bookcases,San Francisco,California,West,First Class
US-2016-104815,2016-09-03 00:00:00.000,RB-19570,198.744,4,0.3,0,Consumer,Furniture,Bookcases,Chicago,Illinois,Central,Standard Class
CA-2017-104003,2017-10-07 00:00:00.000,DC-13285,307.666,2,0.15,-14.4784,Consumer,Furniture,Bookcases,San Francisco,California,West,Standard Class
CA-2017-124765,2017-11-25 00:00:00.000,HZ-14950,723.92,5,0.2,-81.441,Consumer,Furniture,Bookcases,Fort Lauderdale,Florida,South,Standard Class
CA-2015-135251,2015-08-06 00:00:00.000,RP-19270,369.1992,3,0.32,-114.0174,Corporate,Furniture,Bookcases,Houston,Texas,Central,Standard Class
CA-2015-105690,2015-11-21 00:00:00.000,CA-11965,246.1328,2,0.32,-76.0116,Corporate,Furniture,Bookcases,Port Arthur,Texas,Central,Second Class
CA-2014-115161,2014-01-31 00:00:00.000,LC-17050,290.666,2,0.15,3.4196,Consumer,Furniture,Bookcases,Mission Viejo,California,West,First Class
CA-2016-140935,2016-11-10 00:00:00.000,AB-10015,341.96,2,0,54.7136,Consumer,Furniture,Bookcases,Oklahoma City,Oklahoma,Central,First Class
CA-2017-109393,2017-06-30 00:00:00.000,JC-15775,435.999,3,0.15,5.1294,Consumer,Furniture,Bookcases,Los Angeles,California,West,Second Class
US-2015-123218,2015-12-20 00:00:00.000,KD-16345,359.058,3,0.3,-71.8116,Consumer,Furniture,Bookcases,Chicago,Illinois,Central,Standard Class
US-2016-108504,2016-02-05 00:00:00.000,PP-18955,239.98,2,0,52.7956,Home Office,Furniture,Bookcases,Smyrna,Georgia,South,Same Day
CA-2017-161480,2017-12-25 00:00:00.000,RA-19285,191.984,2,0.2,4.7996,Consumer,Furniture,Bookcases,New York City,New York,East,Standard Class
CA-2017-112753,2017-06-18 00:00:00.000,CC-12670,917.9235,9,0.15,75.5937,Consumer,Furniture,Bookcases,Los Angeles,California,West,Standard Class
CA-2017-124086,2017-02-10 00:00:00.000,MP-18175,203.983,2,0.15,16.7986,Home Office,Furniture,Bookcases,Laguna Niguel,California,West,Standard Class
CA-2017-122994,2017-02-06 00:00:00.000,MV-17485,359.97,3,0,79.1934,Consumer,Furniture,Bookcases,Arlington,Virginia,South,First Class
CA-2017-135377,2017-12-13 00:00:00.000,BP-11095,287.976,3,0.2,7.1994,Corporate,Furniture,Bookcases,New York City,New York,East,Standard Class
CA-2016-127236,2016-03-29 00:00:00.000,TB-21595,299.975,5,0.5,-167.986,Consumer,Furniture,Bookcases,Springfield,Ohio,East,Standard Class
CA-2014-119144,2014-11-16 00:00:00.000,JD-16150,305.9745,3,0.15,25.1979,Corporate,Furniture,Bookcases,Los Angeles,California,West,First Class
CA-2015-100146,2015-05-14 00:00:00.000,CB-12535,509.9575,5,0.15,41.9965,Corporate,Furniture,Bookcases,Camarillo,California,West,Standard Class
CA-2014-120411,2014-09-20 00:00:00.000,SB-20185,493.43,5,0.3,-70.49,Consumer,Furniture,Bookcases,Chicago,Illinois,Central,First Class
CA-2014-113271,2014-07-09 00:00:00.000,DS-13030,119.833,1,0.15,7.049,Home Office,Furniture,Bookcases,San Francisco,California,West,Standard Class
CA-2014-111871,2014-03-18 00:00:00.000,EK-13795,1198.33,10,0.15,70.49,Home Office,Furniture,Bookcases,San Francisco,California,West,Second Class
CA-2016-123512,2016-06-17 00:00:00.000,MV-18190,239.666,2,0.15,14.098,Consumer,Furniture,Bookcases,Los Angeles,California,West,First Class
CA-2015-168088,2015-03-19 00:00:00.000,CM-12655,383.4656,4,0.32,-67.6704,Home Office,Furniture,Bookcases,Houston,Texas,Central,First Class
CA-2015-167010,2015-04-05 00:00:00.000,VT-21700,352.45,5,0.5,-211.47,Home Office,Furniture,Bookcases,Philadelphia,Pennsylvania,East,Standard Class
US-2016-108497,2016-06-14 00:00:00.000,MH-17290,599.165,5,0.15,35.245,Home Office,Furniture,Bookcases,Los Angeles,California,West,Same Day
